"","P","Sub","Number","Species","Ht","DBH","D30","Max_DBH","Max_D30","CSA_BH","CSA_30","Code"
"3639",15,9,"2293","Gochnatia polymorpha",5.5,"6.7","10.6",6.7,10.6,35.256493775,88.2472631,"GOPO"
"3640",15,9,"2294","Gochnatia polymorpha",4,"6.2+5.5","7.6",6.2,7.6,53.948954275,45.3645596,"GOPO"
"3641",15,9,"2295","Kielmeyera coriacea",1.8,"5","10.8",5,10.8,19.6349375,91.6087644,"KICO"
"3642",15,9,"2296","Miconia ligustroides",3.5,"9.4","10.5",9.4,10.5,69.3977231,86.590074375,"MILI"
"3643",15,9,"2297","Ocotea corymbosa",5,"4.9","6",4.9,6,18.857393975,28.27431,"OCCO"
"3644",15,9,"2298","Stryphnodendron rotundifolium",1.8,"2.9+1.7","5.8",2.9,5.8,8.87499175,26.4207719,"STRO"
"3645",15,9,"2299","Annona crassiflora",2.4,"1.7","2.7",1.7,2.7,2.269798775,5.725547775,"ANCR"
"3646",15,9,"2300","Gochnatia polymorpha",1.8,"1.0+1.0","3.5",1,3.5,1.570795,9.621119375,"GOPO"
"3647",15,9,"2301","Ocotea corymbosa",2,"1","1.7",1,1.7,0.7853975,2.269798775,"OCCO"
"3648",15,9,"2302","Gochnatia polymorpha",2,"1.0+1.3+2.0+1.6","3.6",2,3.6,7.264926875,10.1787516,"GOPO"
"3649",15,9,"2303","Rapanea guianensis",2.1,"1.7","2.8",1.7,2.8,2.269798775,6.1575164,"RAGU"
"3650",15,9,"2304","Gochnatia polymorpha",2,"2.3","3.5",2.3,3.5,4.154752775,9.621119375,"GOPO"
"3651",15,9,"2305","Machaerium acutifolium",2,"1","1.8",1,1.8,0.7853975,2.5446879,"MAAC"
"3652",15,9,"2306","Gochnatia polymorpha",4,"4+1.1","6.2",4,6.2,13.516690975,30.1906799,"GOPO"
"3653",15,10,"2307","Ocotea corymbosa",7,"10.6","11.8",10.6,11.8,88.2472631,109.3587479,"OCCO"
"3654",15,10,"2308","Gochnatia polymorpha",4.5,"6.5","10.5",6.5,10.5,33.183044375,86.590074375,"GOPO"
"3655",15,10,"2309","Annona crassiflora",5,"8.3","9.9",8.3,9.9,54.106033775,76.976808975,"ANCR"
"3656",15,10,"2310","Annona coriacea",7,"5.9","6.6",5.9,6.6,27.339686975,34.2119151,"ANCO"
"3657",15,10,"2311","Miconia ligustroides",7,"10.5","12.2",10.5,12.2,86.590074375,116.8985639,"MILI"
"3658",15,10,"2312","Miconia ligustroides",7,"10.2","11.8",10.2,11.8,81.7127559,109.3587479,"MILI"
"3659",15,10,"2313","Dimorphandra mollis",3,"5","7.6",5,7.6,19.6349375,45.3645596,"DIMO"
"3660",15,10,"2314","Ocotea corymbosa",8,"10.5","9.6",10.5,9.6,86.590074375,72.3822336,"OCCO"
"3661",15,10,"2315","Myrcia fallax",4,"5.6","6.3",5.6,6.3,24.6300656,31.172426775,"MYFA"
"3662",15,10,"2316","Pinus elliottii",12,"22.3","28.5",22.3,28.5,390.570322775,637.939119375,"PIEL"
"3663",15,10,"2317","Gochnatia polymorpha",5,"11+5.5","14.3",11,14.3,118.791371875,160.605934775,"GOPO"
"3664",15,10,"2318","Miconia ligustroides",6.5,"8.3+6","12.2",8.3,12.2,82.380343775,116.8985639,"MILI"
"3665",15,10,"2319","Miconia albicans",3.5,"2.3","2.8",2.3,2.8,4.154752775,6.1575164,"MIAL"
"3666",15,10,"2320","Gochnatia polymorpha",2.5,"2.2","3.2",2.2,3.2,3.8013239,8.0424704,"GOPO"
"3667",15,10,"2321","Gochnatia polymorpha",4,"4.2","4.4",4.2,4.4,13.8544119,15.2052956,"GOPO"
"3668",15,10,"2322","Erythroxylum cunneifolium",2.6,"1","1.6",1,1.6,0.7853975,2.0106176,"ERCU"
"3669",16,1,"2864","Campomanesia guazumifolia",5,"5.9","6.9",5.9,6.9,27.339686975,37.392774975,"CAGU"
"3670",16,1,"2865","Ocotea velloziana",5,"7","8.1",7,8.1,38.4844775,51.529929975,"OCVE"
"3671",16,1,"2866","Tabernaemontana catharinensis",3.5,"8.8+10.3","16",10.3,16,144.144003175,201.06176,"TACA"
"3672",16,1,"2867","Campomanesia xanthocarpa",5,"6","6.5",6,6.5,28.27431,33.183044375,"CAXA"
"3673",16,1,"2868","Psidium guajava",4,"3.5","5",3.5,5,9.621119375,19.6349375,"PSGU"
"3674",16,1,"2869","Tabernaemontana catharinensis",4,"10.3+8.1","14.3",10.3,14.3,134.85275075,160.605934775,"TACA"
"3675",16,1,"2870","Tabernaemontana catharinensis",4,"11.4","11.4",11.4,11.4,102.0702591,102.0702591,"TACA"
"3676",16,1,"2871","Eugenia myrcianthes",4,"4","5.2",4,5.2,12.56636,21.2371484,"EUMY"
"3677",16,1,"2872","Ocotea minarum",3.5,"2.1","2.5",2.1,2.5,3.463602975,4.908734375,"OCMI"
"3678",16,1,"2873","Rollinia sylvatica",3,"1","1.5",1,1.5,0.7853975,1.767144375,"ROSY"
"3679",16,1,"2874","Ocotea minarum",3.5,"2","2.5",2,2.5,3.14159,4.908734375,"OCMI"
"3680",16,1,"2875","Cariniana estrellensis",4,"3","4.1",3,4.1,7.0685775,13.202531975,"CAES"
"3681",16,1,"2876","Coutarea hexandra",2.5,"1.2","2.5",1.2,2.5,1.1309724,4.908734375,"COHE"
"3682",16,1,"2877","Campomanesia guazumifolia",3.5,"4.2","4.4",4.2,4.4,13.8544119,15.2052956,"CAGU"
"3683",16,1,"2878","Ocotea minarum",4,"2.6","3",2.6,3,5.3092871,7.0685775,"OCMI"
"3684",16,1,"2879","Tapirira guianensis",5,"3.8","43",3.8,43,11.3411399,1452.1999775,"TAGU"
"3685",16,1,"2880","Ocotea minarum",4,"2.9+4.1","5.5",4.1,5.5,19.80772495,23.758274375,"OCMI"
"3686",16,1,"2881","Tabernaemontana catharinensis",5,"10.8","13.2",10.8,13.2,91.6087644,136.8476604,"TACA"
"3687",16,1,"2882","Tabernaemontana catharinensis",4,"7","8",7,8,38.4844775,50.26544,"TACA"
"3688",16,2,"2883","Syagrus rommanzofiana",10,"21.2","25.1",21.2,25.1,352.9890524,494.808278975,"SYRO"
"3689",16,2,"2884","Pera obovata",12,"28.2","32",28.2,32,624.5795079,804.24704,"PEOB"
"3690",16,2,"2885","Casearia sylvestris",4.5,"5.4","6.1",5.4,6.1,22.9021911,29.224640975,"CASY"
"3691",16,2,"2886","Gochnatia polymorpha",6,"5.2","6.1",5.2,6.1,21.2371484,29.224640975,"GOPO"
"3692",16,2,"2887","Casearia sylvestris",5,"8.9+8.5+9.9+6.1","17.5",9.9,17.5,225.1577553,240.527984375,"CASY"
"3693",16,2,"2888","Gochnatia polymorpha",4.5,"9.1","14.8",9.1,14.8,65.038766975,172.0334684,"GOPO"
"3694",16,2,"2889","Ocotea velloziana",4,"3.5","3.8",3.5,3.8,9.621119375,11.3411399,"OCVE"
"3695",16,2,"2890","Syagrus rommanzofiana",4.5,"6","7.1",6,7.1,28.27431,39.591887975,"SYRO"
"3696",16,2,"2891","Stryphnodendron rotundifolium",5,"6.4","7.2",6.4,7.2,32.1698816,40.7150064,"STRO"
"3697",16,2,"2892","Casearia sylvestris",4.5,"5","5.9",5,5.9,19.6349375,27.339686975,"CASY"
"3698",16,2,"2893","Casearia sylvestris",4,"2.8+2","3.5+2.3",2.8,3.5,9.2991064,13.77587215,"CASY"
"3699",16,2,"2895","Casearia sylvestris",9,"9.5+6.8+8.8","13.9+10",9.5,13.9,168.020087175,230.286400975,"CASY"
"3700",16,2,"2970","Gochnatia polymorpha",2.5,"2+1.8","3+2",2,3,5.6862779,10.2101675,"GOPO"
"3701",16,2,"2971","Casearia sylvestris",2,"2.4+1.2","2.5",2.4,2.5,5.654862,4.908734375,"CASY"
"3702",16,2,"2972","Casearia sylvestris",2,"1.5","3.5",1.5,3.5,1.767144375,9.621119375,"CASY"
"3703",16,3,"2896","Tabernaemontana catharinensis",9,"13.3","15.5",13.3,15.5,138.928963775,188.691749375,"TACA"
"3704",16,3,"2897","Gochnatia polymorpha",6,"5.4","6.6",5.4,6.6,22.9021911,34.2119151,"GOPO"
"3705",16,3,"2898","Eugenia florida",6,"6.2","7.1",6.2,7.1,30.1906799,39.591887975,"EUFL"
"3706",16,3,"2899","Matayba elaeagnoides",8,"7.3","9",7.3,9,41.853832775,63.6171975,"MAEL"
"3707",16,3,"2900","Eugenia florida",7,"6","7",6,7,28.27431,38.4844775,"EUFL"
"3708",16,3,"2901","Tabernaemontana catharinensis",8,"11.1+6.3+10+11.3","10.5+7.5+11.1+11.8",11.3,11.8,306.768409525,336.896257625,"TACA"
"3709",16,3,"2902","Tabernaemontana catharinensis",9,"13.6+9.8+6","20.4",13.6,20.4,248.9710075,326.8510236,"TACA"
"3710",16,3,"2903","Pera obovata",8,"8.8","9.8",8.8,9.8,60.8211824,75.4295759,"PEOB"
"3711",16,3,"2904","Eugenia myrcianthes",9,"11.4+14","18.1",14,18.1,256.0081691,257.304074975,"EUMY"
"3712",16,3,"2905","Cupania vernalis",10,"14.9","16.1",14.9,16.1,174.366098975,203.582885975,"CUVE"
"3713",16,3,"2906","Styrax camporum",3.5,"2.6","2.8",2.6,2.8,5.3092871,6.1575164,"STCA"
"3714",16,3,"2907","Ocotea corymbosa",5,"4.5","5.4",4.5,5.4,15.904299375,22.9021911,"OCCO"
"3715",16,3,"2908","Ocotea minarum",2.2,"1","1.6",1,1.6,0.7853975,2.0106176,"OCMI"
"3716",16,3,"2909","Platypodium elegans",4.5,"1.6","2.5",1.6,2.5,2.0106176,4.908734375,"PLEL"
"3717",16,3,"2910","Casearia sylvestris",4,"1.1+2.8","1.5+3.0",2.8,3,7.107847375,8.835721875,"CASY"
"3718",16,3,"2911","Myrcia fallax",4,"2.6","2.5",2.6,2.5,5.3092871,4.908734375,"MYFA"
"3719",16,3,"2912","Gochnatia polymorpha",3,"1.5","2",1.5,2,1.767144375,3.14159,"GOPO"
"3720",16,3,"2913","Gochnatia polymorpha",3,"1.1+1.2+1.3","2.8",1.3,2.8,3.40862515,6.1575164,"GOPO"
"3721",16,3,"2973","Psychotria vellosiana",3,"1","1.5",1,1.5,0.7853975,1.767144375,"PSVE"
"3722",16,3,"2974","Matayba elaeagnoides",6,"5.3","5.6",5.3,5.6,22.061815775,24.6300656,"MAEL"
"3723",16,3,"2975","Tapirira guianensis",6,"5","5.5",5,5.5,19.6349375,23.758274375,"TAGU"
"3724",16,4,"2914","Myrcia fallax",6,"8","7.8",8,7.8,50.26544,47.7835839,"MYFA"
"3725",16,4,"2915","Ocotea minarum",10,"14.2","16.5",14.2,16.5,158.3675519,213.824469375,"OCMI"
"3726",16,4,"2916","Tapirira guianensis",6,"5","5.5",5,5.5,19.6349375,23.758274375,"TAGU"
"3727",16,4,"2917","Ocotea velloziana",2.5,"47.1","51",47.1,51,1742.333667975,2042.8188975,"OCVE"
"3728",16,4,"2918","Copaifera langsdorffii",6,"5.1","6.3",5.1,6.3,20.428188975,31.172426775,"COLA"
"3729",16,4,"2919","Gochnatia polymorpha",6,"1.6+1.1","2.5",1.6,2.5,2.960948575,4.908734375,"GOPO"
"3730",16,4,"2920","Tabernaemontana catharinensis",5,"8.5","9.8",8.5,9.8,56.744969375,75.4295759,"TACA"
"3731",16,4,"2921","Styrax camporum",6,"5.6","7",5.6,7,24.6300656,38.4844775,"STCA"
"3732",16,4,"2922","Gochnatia polymorpha",5,"6.2","8.4",6.2,8.4,30.1906799,55.4176476,"GOPO"
"3733",16,4,"2923","Rhamnidium elaeocarpum",6,"5.7","6.5",5.7,6.5,25.517564775,33.183044375,"RHEL"
"3734",16,4,"2924","Casearia sylvestris",8,"6.2","6.5",6.2,6.5,30.1906799,33.183044375,"CASY"
"3735",16,4,"2925","Casearia sylvestris",9,"11.2+11.6+11+15.2","12.5+15+18.1",15.2,18.1,480.6946859,556.73687185,"CASY"
"3736",16,4,"2926","Tapirira guianensis",9,"8.9","10.3",8.9,10.3,62.211335975,83.322820775,"TAGU"
"3737",16,4,"2927","Tabernaemontana catharinensis",8,"8.8+11.2+9.5+8.8+7.7+9+6.8","9.1+11.6+8+4+8.1+9.9+7",11.2,11.6,437.54494725,400.544871025,"TACA"
"3738",16,4,"2928","Eugenia myrcianthes",8,"7.9","8.6",7.9,8.6,49.016657975,58.0879991,"EUMY"
"3739",16,4,"2929","Matayba elaeagnoides",10,"14.1","16.6",14.1,16.6,156.144876975,216.4241351,"MAEL"
"3740",16,4,"2930","Gochnatia polymorpha",5,"4.1+1.2+2.7+2.2+1.5","4.8+3.1",4.1,4.8,25.627520425,25.643228375,"GOPO"
"3741",16,4,"2931","Psychotria carthagenensis",2,"1+1.4","1.6",1.4,1.6,2.3247766,2.0106176,"PSCA"
"3742",16,4,"2932","Ocotea velloziana",2.5,"1.4","1.6",1.4,1.6,1.5393791,2.0106176,"OCVE"
"3743",16,4,"2933","Eugenia myrcianthes",2.5,"2.3","3.4",2.3,3.4,4.154752775,9.0791951,"EUMY"
"3744",16,4,"2934","Cupania tenuivalvis",2.4,"1.1","1.5",1.1,1.5,0.950330975,1.767144375,"CUTE"
"3745",16,4,"2935","Ocotea velloziana",2,"1","1.5",1,1.5,0.7853975,1.767144375,"OCVE"
"3746",16,4,"2936","Copaifera langsdorffii",2.5,"1","2.2",1,2.2,0.7853975,3.8013239,"COLA"
"3747",16,4,"2937","Pera obovata",2.5,"1.3","1.8",1.3,1.8,1.327321775,2.5446879,"PEOB"
"3748",16,4,"2938","Styrax camporum",2.5,"1","2",1,2,0.7853975,3.14159,"STCA"
"3749",16,4,"2939","Cupania vernalis",3.5,"2.7+.1","3.0+2.2",2.7,3,5.73340175,10.8699014,"CUVE"
"3750",16,4,"2940","Styrax camporum",3,"1","1.4",1,1.4,0.7853975,1.5393791,"STCA"
"3751",16,4,"2941","Cordia sellowiana",4,"2.2+1.2","3.5",2.2,3.5,4.9322963,9.621119375,"COSE"
"3752",16,4,"2942","Euterpe edulis",3,"2.3","4.3",2.3,4.3,4.154752775,14.521999775,"EUED"
"3753",16,4,"2943","Ocotea corymbosa",2.2,"1.2","1.3",1.2,1.3,1.1309724,1.327321775,"OCCO"
"3754",16,4,"2944","Myrcia fallax",3.5,"1.9","2",1.9,2,2.835284975,3.14159,"MYFA"
"3755",16,4,"2945","Gochnatia polymorpha",3.2,"2.6","3.3",2.6,3.3,5.3092871,8.552978775,"GOPO"
"3756",16,4,"2946","Styrax camporum",3.5,"2.2","2.5",2.2,2.5,3.8013239,4.908734375,"STCA"
"3757",16,4,"2947","Ocotea minarum",1.8,"1.1","1.4",1.1,1.4,0.950330975,1.5393791,"OCMI"
"3758",16,4,"2948","Casearia sylvestris",3,"2.5+1.3","3",2.5,3,6.23605615,7.0685775,"CASY"
"3759",16,4,"2949","Casearia sylvestris",3,"2.2","2.5",2.2,2.5,3.8013239,4.908734375,"CASY"
"3760",16,4,"2950","Luehea candicans",3.2,"1.7","2",1.7,2,2.269798775,3.14159,"LUCA"
"3761",16,4,"2951","Tapirira guianensis",2.5,"1","1.2",1,1.2,0.7853975,1.1309724,"TAGU"
"3762",16,4,"2952","Guatteria nigrescens",2.5,"1.1","2.5",1.1,2.5,0.950330975,4.908734375,"GUNI"
"3763",16,4,"2953","Gochnatia polymorpha",3,"1.8","2.1",1.8,2.1,2.5446879,3.463602975,"GOPO"
"3764",16,4,"2954","Ocotea minarum",2.5,"1","2",1,2,0.7853975,3.14159,"OCMI"
"3765",16,4,"2955","Casearia sylvestris",3,"1.3","1.8",1.3,1.8,1.327321775,2.5446879,"CASY"
"3766",16,4,"2956","Ocotea minarum",2.5,"1.5","2",1.5,2,1.767144375,3.14159,"OCMI"
"3767",16,4,"2957","Eugenia florida",3,"2.2","4.5",2.2,4.5,3.8013239,15.904299375,"EUFL"
"3768",16,4,"2958","Ocotea minarum",1.9,"1","1",1,1,0.7853975,0.7853975,"OCMI"
"3769",16,4,"2959","Matayba elaeagnoides",2,"1","1.6",1,1.6,0.7853975,2.0106176,"MAEL"
"3770",16,4,"2976","Styrax camporum",3,"1.2","1.4",1.2,1.4,1.1309724,1.5393791,"STCA"
"3771",16,5,"2960","Vochysia tucanorum",10,"31.6","37.5",31.6,37.5,784.2665276,1104.465234375,"VOTU"
"3772",16,5,"2961","Myrcia fallax",2.8,"1.1","1.5",1.1,1.5,0.950330975,1.767144375,"MYFA"
"3773",16,5,"2962","Ocotea minarum",2.5,"1.2","1.9",1.2,1.9,1.1309724,2.835284975,"OCMI"
"3774",16,5,"2963","Styrax camporum",3,"1.3","2",1.3,2,1.327321775,3.14159,"STCA"
"3775",16,5,"2964","Myrcia fallax",3,"5.5+5","7",5.5,7,43.393211875,38.4844775,"MYFA"
"3776",16,5,"2965","Myrcia fallax",5,"6","6.1",6,6.1,28.27431,29.224640975,"MYFA"
"3777",16,5,"2966","Vochysia tucanorum",5,"5.5","7.5",5.5,7.5,23.758274375,44.178609375,"VOTU"
"3778",16,5,"2967","Tabernaemontana catharinensis",5,"6.1+13.5","7.2+10.8",13.5,10.8,172.36333535,132.3237708,"TACA"
"3779",16,5,"2968","Ocotea minarum",4.5,"2.6","4.1",2.6,4.1,5.3092871,13.202531975,"OCMI"
"3780",16,5,"2969","Gochnatia polymorpha",3.5,"2.5","3.5",2.5,3.5,4.908734375,9.621119375,"GOPO"
"3781",16,5,"2977","Tabernaemontana catharinensis",5,"5","5.6",5,5.6,19.6349375,24.6300656,"TACA"
"3782",16,5,"2978","Stryphnodendron rotundifolium",1.9,"1","2",1,2,0.7853975,3.14159,"STRO"
"3783",16,6,"2979","Ocotea minarum",10,"20.5","38.3",20.5,38.3,330.063299375,1152.091738775,"OCMI"
"3784",16,6,"2980","Myrcia fallax",6,"12.9+7.7+7.3","13.7+9.5+7.5",12.9,13.7,219.118048525,262.471990525,"MYFA"
"3785",16,6,"2981","Gochnatia polymorpha",5,"5.9","5.9",5.9,5.9,27.339686975,27.339686975,"GOPO"
"3786",16,6,"2982","Gochnatia polymorpha",7,"10","10.5",10,10.5,78.53975,86.590074375,"GOPO"
"3787",16,6,"2983","Tapirira guianensis",12,"33.6","40.5",33.6,40.5,886.6823616,1288.248249375,"TAGU"
"3788",16,6,"2984","Gochnatia polymorpha",6,"6.5","7.8",6.5,7.8,33.183044375,47.7835839,"GOPO"
"3789",16,6,"2985","Myrcia tomentosa",5,"9","10.3",9,10.3,63.6171975,83.322820775,"MYTO"
"3790",16,6,"2986","Gochnatia polymorpha",10,"14.1","16.6",14.1,16.6,156.144876975,216.4241351,"GOPO"
"3791",16,6,"2987","Ocotea velloziana",8,"9.6","11.5",9.6,11.5,72.3822336,103.868819375,"OCVE"
"3792",16,6,"2988","Casearia sylvestris",5,"8.3","8.5",8.3,8.5,54.106033775,56.744969375,"CASY"
"3793",16,6,"2989","Gochnatia polymorpha",8,"6.4","8.1",6.4,8.1,32.1698816,51.529929975,"GOPO"
"3794",16,6,"2990","Tabernaemontana catharinensis",8,"8+8+6+9.1+10.7+8.8+8","9.2+8.9+6.3+10.2+10.7+9.2+8.5",10.7,10.7,394.85073915,454.7137366,"TACA"
"3795",16,6,"2991","Gochnatia polymorpha",8,"8","8",8,8,50.26544,50.26544,"GOPO"
"3796",16,6,"2992","Rapanea ferruginea",2.8,"1","1.5",1,1.5,0.7853975,1.767144375,"RAFE"
"3797",16,6,"2993","Ocotea minarum",3,"1.9","2.2",1.9,2.2,2.835284975,3.8013239,"OCMI"
"3798",16,6,"2994","Styrax camporum",2,"1.2","1.7",1.2,1.7,1.1309724,2.269798775,"STCA"
"3799",16,6,"2995","Ocotea minarum",3.2,"1.7","2.8",1.7,2.8,2.269798775,6.1575164,"OCMI"
"3800",16,6,"2996","Pera obovata",6,"2.9","3.3",2.9,3.3,6.605192975,8.552978775,"PEOB"
"3801",16,6,"2997","Machaerium brasiliense",2.4,"1","1.5",1,1.5,0.7853975,1.767144375,"MABR"
"3802",16,6,"2998","Tabernaemontana catharinensis",2.5,"1.1","2.8",1.1,2.8,0.950330975,6.1575164,"TACA"
"3803",16,6,"2999","Myrcia fallax",5,"4.9","5.3",4.9,5.3,18.857393975,22.061815775,"MYFA"
"3804",16,7,"3000","Copaifera langsdorffii",7,"5.5","6.8",5.5,6.8,23.758274375,36.3167804,"COLA"
"3805",16,7,"3001","Styrax camporum",8,"7.9","9.2",7.9,9.2,49.016657975,66.4760444,"STCA"
"3806",16,7,"3002","Ocotea velloziana",6,"5","5.5",5,5.5,19.6349375,23.758274375,"OCVE"
"3807",16,7,"3003","Myrcia fallax",6,"8.5","9",8.5,9,56.744969375,63.6171975,"MYFA"
"3808",16,7,"3004","Pera obovata",6,"6","6.1",6,6.1,28.27431,29.224640975,"PEOB"
"3809",16,7,"3005","Matayba elaeagnoides",8,"16.5","17.5",16.5,17.5,213.824469375,240.527984375,"MAEL"
"3810",16,7,"3006","Ocotea corymbosa",7,"5.6","6",5.6,6,24.6300656,28.27431,"OCCO"
"3811",16,7,"3007","Ocotea corymbosa",10,"13.4","14.6",13.4,14.6,141.0259751,167.4153311,"OCCO"
"3812",16,7,"3008","Ocotea corymbosa",7,"7.9","8",7.9,8,49.016657975,50.26544,"OCCO"
"3813",16,7,"3009","Tabernaemontana catharinensis",6,"9.1","10.2",9.1,10.2,65.038766975,81.7127559,"TACA"
"3814",16,7,"3010","Mollinedia widgrenii",5,"4.2","4.7",4.2,4.7,13.8544119,17.349430775,"MOWI"
"3815",16,7,"3011","Myrcia fallax",2.5,"1+1.4","2.3",1.4,2.3,2.3247766,4.154752775,"MYFA"
"3816",16,8,"3012","Casearia sylvestris",5,"7","8.8",7,8.8,38.4844775,60.8211824,"CASY"
"3817",16,8,"3013","Pera obovata",10,"14.6","15.4",14.6,15.4,167.4153311,186.2648711,"PEOB"
"3818",16,8,"3014","Pera obovata",5,"6.1","7",6.1,7,29.224640975,38.4844775,"PEOB"
"3819",16,8,"3015","Tabernaemontana catharinensis",3,"6.6","7.6",6.6,7.6,34.2119151,45.3645596,"TACA"
"3820",16,8,"3016","Ocotea corymbosa",7,"13.2","13.5",13.2,13.5,136.8476604,143.138694375,"OCCO"
"3821",16,8,"3017","Pera obovata",8,"10.5","11.4",10.5,11.4,86.590074375,102.0702591,"PEOB"
"3822",16,8,"3018","Ocotea velloziana",10,"11","12.5",11,12.5,95.0330975,122.718359375,"OCVE"
"3823",16,8,"3019","Pera obovata",8,"7.5","8",7.5,8,44.178609375,50.26544,"PEOB"
"3824",16,8,"3020","Annona cagans",10,"24.1","27.3",24.1,27.3,456.166721975,585.348902775,"ANCA"
"3825",16,8,"3021","Ocotea velloziana",5,"5.9","9.8",5.9,9.8,27.339686975,75.4295759,"OCVE"
"3826",16,8,"3022","Tabernaemontana catharinensis",3,"1.1","3.3",1.1,3.3,0.950330975,8.552978775,"TACA"
"3827",16,8,"3023","Siparuna guianensis",5,"3.4","3.9",3.4,3.9,9.0791951,11.945895975,"SIGU"
"3828",16,8,"3024","Gochnatia polymorpha",3,"1.4+1.3+1.4","2.7",1.4,2.7,4.406079975,5.725547775,"GOPO"
"3829",16,8,"3025","Platypodium elegans",2.5,"1","1.6",1,1.6,0.7853975,2.0106176,"PLEL"
"3830",16,8,"3026","Ocotea minarum",4,"1.8","2.1",1.8,2.1,2.5446879,3.463602975,"OCMI"
"3831",16,8,"3027","Campomanesia guazumifolia",2.5,"1.4","2.2",1.4,2.2,1.5393791,3.8013239,"CAGU"
"3832",16,8,"3028","Gochnatia polymorpha",3.5,"4.5","4.8",4.5,4.8,15.904299375,18.0955584,"GOPO"
"3833",16,8,"3029","Cupania vernalis",2,"1.8","10.1",1.8,10.1,2.5446879,80.118398975,"CUVE"
"3834",16,9,"3030","Campomanesia guazumifolia",8,"9","10.2",9,10.2,63.6171975,81.7127559,"CAGU"
"3835",16,9,"3031","Nectandra lanceolata",14,"32.5","45.1",32.5,45.1,829.576109375,1597.506368975,"NELA"
"3836",16,9,"3032","Tabernaemontana catharinensis",8,"12.1+15.6","19.5",15.6,19.5,306.124383575,298.647399375,"TACA"
"3837",16,9,"3033","Vochysia tucanorum",14,"35","40",35,40,962.1119375,1256.636,"VOTU"
"3838",16,9,"3034","Ocotea velloziana",12,"17.7","20.3",17.7,20.3,246.057182775,323.654455775,"OCVE"
"3839",16,9,"3035","Ocotea velloziana",10,"12.5","13.8",12.5,13.8,122.718359375,149.5710999,"OCVE"
"3840",16,9,"3036","Vochysia tucanorum",4,"5.2","7.5",5.2,7.5,21.2371484,44.178609375,"VOTU"
"3841",16,9,"3037","Tabernaemontana catharinensis",6,"11.2","13.6",11.2,13.6,98.5202624,145.2671216,"TACA"
"3842",16,9,"3038","Tabernaemontana catharinensis",4,"4.7","5",4.7,5,17.349430775,19.6349375,"TACA"
"3843",16,9,"3039","Casearia sylvestris",4,"1.7","1.8",1.7,1.8,2.269798775,2.5446879,"CASY"
"3844",16,10,"3040","Tabernaemontana catharinensis",8,"13.5","13",13.5,13,143.138694375,132.7321775,"TACA"
"3845",16,10,"3041","Tabernaemontana catharinensis",7,"5.5","7",5.5,7,23.758274375,38.4844775,"TACA"
"3846",16,10,"3042","Tabernaemontana catharinensis",6,"9.5","9.8",9.5,9.8,70.882124375,75.4295759,"TACA"
"3847",16,10,"3043","Casearia sylvestris",7,"5.3","7.5",5.3,7.5,22.061815775,44.178609375,"CASY"
"3848",16,10,"3044","Tabernaemontana catharinensis",6,"8","9.3",8,9.3,50.26544,67.929029775,"TACA"
"3849",16,10,"3045","Cupania vernalis",7,"9.3","9",9.3,9,67.929029775,63.6171975,"CUVE"
"3850",16,10,"3046","Casearia sylvestris",6,"15.2","18",15.2,18,181.4582384,254.46879,"CASY"
"3851",16,10,"3047","Casearia sylvestris",8,"7.3","8.8",7.3,8.8,41.853832775,60.8211824,"CASY"
"3852",16,10,"3048","Casearia sylvestris",8,"15","16.2",15,16.2,176.7144375,206.1197199,"CASY"
"3853",16,10,"3049","Tabernaemontana catharinensis",5,"5.4","6.1",5.4,6.1,22.9021911,29.224640975,"TACA"
"3854",16,10,"3050","Cordia trichotoma",8,"11.9","13.9",11.9,13.9,111.220139975,151.746650975,"COTR"
"3855",16,10,"3051","Matayba elaeagnoides",8,"8","9.4",8,9.4,50.26544,69.3977231,"MAEL"
"3856",16,10,"3052","Ocotea velloziana",6,"8.5","10.2",8.5,10.2,56.744969375,81.7127559,"OCVE"
"3857",16,10,"3053","Lacistema hasslerianum",5,"5.1","9",5.1,9,20.428188975,63.6171975,"LAHA"
"3858",16,10,"3054","Tabernaemontana catharinensis",5,"13.7","15",13.7,15,147.411256775,176.7144375,"TACA"
"3859",16,10,"3055","Tabernaemontana catharinensis",7,"15.9","16.3",15.9,16.3,198.556341975,208.672261775,"TACA"
"3860",16,10,"3056","Tapirira guianensis",10,"15.6","18.4",15.6,18.4,191.1343356,265.9041776,"TAGU"
"3861",16,10,"3057","Ocotea velloziana",5,"2.7","5.1",2.7,5.1,5.725547775,20.428188975,"OCVE"
"3862",16,10,"3058","Tabernaemontana catharinensis",3,"1.8","2.4",1.8,2.4,2.5446879,4.5238896,"TACA"
"3863",16,10,"3059","Psychotria carthagenensis",2.5,"1.4+1.2","1.7",1.4,1.7,2.6703515,2.269798775,"PSCA"
"3864",16,10,"3060","Myrcia lasiantha",3.5,"1","1.8",1,1.8,0.7853975,2.5446879,"MYLA"
"3865",16,10,"3061","Ocotea velloziana",5,"3.2","3.8",3.2,3.8,8.0424704,11.3411399,"OCVE"
"3866",16,10,"3062","Ocotea velloziana",2,"1.2+1.0","1.8+1.2",1.2,1.8,1.9163699,3.6756603,"OCVE"
"3867",16,10,"3063","Ocotea minarum",2,"1.1","1.5",1.1,1.5,0.950330975,1.767144375,"OCMI"
